model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,random,0.75,0.747,0.747,0.75,0.087,0.087,0.087,0.087,5.543,0.007,0.806,0.74,0.846,0.831,0.87,1e-06,70,2,,,,
mlp,random,0.736,0.734,0.734,0.736,0.089,0.089,0.089,0.089,7.816,0.104,0.76,0.667,0.786,0.757,0.836,3.9e-05,70,2,,,,
xgb,k-means,0.986,0.986,0.986,0.986,0.017,0.018,0.018,0.017,7.26,0.043,0.507,0.159,0.081,0.174,0.863,3e-06,70,2,,,,
rf,k-means,0.971,0.971,0.971,0.971,0.035,0.035,0.035,0.035,15.996,0.218,0.5,0.135,0.043,0.156,0.849,1.8e-05,70,2,,,,
svc,k-means,0.771,0.771,0.771,0.771,0.116,0.117,0.117,0.116,7.193,0.008,0.785,0.682,0.795,0.766,0.868,1e-05,70,2,,,,
logreg,k-means,0.871,0.871,0.871,0.871,0.095,0.095,0.095,0.095,5.239,0.012,0.781,0.689,0.804,0.778,0.852,0.0,70,2,,,,
mlp,k-means,0.764,0.763,0.763,0.764,0.123,0.123,0.123,0.123,7.686,0.194,0.802,0.736,0.844,0.828,0.879,1e-05,70,2,,,,
xgb,ag,0.929,0.927,0.927,0.929,0.06,0.062,0.062,0.06,4.426,0.015,0.799,0.66,0.765,0.728,0.889,2e-06,70,2,,,,
rf,ag,0.9,0.9,0.9,0.9,0.052,0.053,0.053,0.052,18.353,0.444,0.714,0.508,0.587,0.534,0.894,2.5e-05,70,2,,,,
svc,ag,0.786,0.783,0.783,0.786,0.068,0.069,0.069,0.068,7.125,0.009,0.79,0.696,0.808,0.783,0.871,1e-05,70,2,,,,
logreg,ag,0.843,0.842,0.842,0.843,0.066,0.067,0.067,0.066,7.115,0.013,0.668,0.594,0.734,0.696,0.733,0.0,70,2,,,,
mlp,ag,0.786,0.784,0.784,0.786,0.093,0.095,0.095,0.093,7.905,0.136,0.754,0.688,0.812,0.791,0.829,2.9e-05,70,2,,,,
xgb,k_center,0.721,0.705,0.705,0.721,0.091,0.112,0.112,0.091,7.218,0.034,0.76,0.66,0.779,0.747,0.832,3e-06,70,2,,,,
rf,k_center,0.7,0.696,0.696,0.7,0.103,0.105,0.105,0.103,14.17,0.15,0.784,0.668,0.78,0.747,0.873,1.5e-05,70,2,,,,
svc,k_center,0.564,0.557,0.557,0.564,0.047,0.05,0.05,0.047,6.595,0.008,0.527,0.222,0.183,0.226,0.189,1.7e-05,70,2,,,,
logreg,k_center,0.571,0.564,0.564,0.571,0.081,0.083,0.083,0.081,7.232,0.012,0.624,0.47,0.564,0.505,0.679,0.0,70,2,,,,
mlp,k_center,0.5,0.487,0.487,0.5,0.101,0.104,0.104,0.101,5.426,0.118,0.684,0.514,0.609,0.553,0.769,2.5e-05,70,2,,,,
xgb,craig,0.71,0.702,0.706,0.714,0.118,0.128,0.128,0.12,4.303,0.062,0.721,0.709,0.844,0.839,0.73,7e-06,70,2,,,,
rf,craig,0.623,0.612,0.619,0.629,0.059,0.062,0.062,0.053,13.983,0.425,0.588,0.478,0.596,0.534,0.647,2.9e-05,70,2,,,,
svc,craig,0.592,0.567,0.569,0.586,0.055,0.076,0.077,0.053,6.969,0.004,0.633,0.547,0.684,0.633,0.35,1.2e-05,70,2,,,,
logreg,craig,0.608,0.572,0.583,0.629,0.081,0.107,0.11,0.095,6.378,0.007,0.471,0.179,0.129,0.186,0.406,1e-06,70,2,,,,
mlp,craig,0.546,0.534,0.543,0.557,0.074,0.08,0.084,0.083,7.429,0.057,0.519,0.336,0.383,0.343,0.556,1.5e-05,70,2,,,,
xgb,lc,0.986,0.986,0.986,0.986,0.017,0.018,0.018,0.017,4.539,0.037,0.264,0.112,0.091,0.114,0.107,3e-06,70,2,,,,
rf,lc,0.964,0.964,0.964,0.964,0.039,0.039,0.039,0.039,14.178,0.479,0.232,0.136,0.148,0.136,0.152,3.3e-05,70,2,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.301,0.007,0.29,0.104,0.065,0.108,0.094,7e-06,70,2,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.869,0.006,0.309,0.104,0.058,0.109,0.095,0.0,70,2,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.05,0.105,0.263,0.115,0.096,0.116,0.117,2.6e-05,70,2,,,,
xgb,random,0.871,0.87,0.87,0.871,0.036,0.037,0.037,0.036,7.833,0.025,0.842,0.77,0.865,0.852,0.895,3e-06,70,3,,,,
rf,random,0.857,0.856,0.856,0.857,0.06,0.06,0.06,0.06,16.544,0.484,0.833,0.745,0.844,0.826,0.896,4.1e-05,70,3,,,,
svc,random,0.807,0.804,0.804,0.807,0.095,0.095,0.095,0.095,7.26,0.008,0.802,0.738,0.846,0.831,0.872,1.1e-05,70,3,,,,
logreg,random,0.8,0.796,0.796,0.8,0.107,0.109,0.109,0.107,7.009,0.007,0.829,0.763,0.861,0.848,0.896,0.0,70,3,,,,
mlp,random,0.736,0.733,0.733,0.736,0.107,0.107,0.107,0.107,8.028,0.136,0.777,0.677,0.792,0.763,0.851,1.7e-05,70,3,,,,
xgb,k-means,0.993,0.993,0.993,0.993,0.014,0.014,0.014,0.014,5.292,0.042,0.668,0.446,0.507,0.46,0.887,1.5e-05,70,3,,,,
rf,k-means,0.971,0.971,0.971,0.971,0.027,0.027,0.027,0.027,16.945,0.346,0.5,0.134,0.042,0.155,0.885,1.9e-05,70,3,,,,
svc,k-means,0.836,0.835,0.835,0.836,0.048,0.049,0.049,0.048,6.425,0.01,0.762,0.672,0.791,0.763,0.855,1e-05,70,3,,,,
logreg,k-means,0.843,0.842,0.842,0.843,0.048,0.049,0.049,0.048,6.62,0.094,0.735,0.656,0.783,0.755,0.8,0.0,70,3,,,,
mlp,k-means,0.757,0.752,0.752,0.757,0.08,0.084,0.084,0.08,8.926,0.215,0.769,0.696,0.815,0.793,0.83,3.2e-05,70,3,,,,
xgb,ag,0.936,0.936,0.936,0.936,0.027,0.027,0.027,0.027,4.536,0.041,0.799,0.66,0.766,0.729,0.889,3e-06,70,3,,,,
rf,ag,0.879,0.878,0.878,0.879,0.029,0.029,0.029,0.029,15.639,0.325,0.663,0.434,0.489,0.445,0.891,2e-05,70,3,,,,
svc,ag,0.793,0.792,0.792,0.793,0.132,0.133,0.133,0.132,7.092,0.009,0.764,0.686,0.806,0.782,0.868,1.1e-05,70,3,,,,
logreg,ag,0.864,0.863,0.863,0.864,0.083,0.084,0.084,0.083,7.055,0.013,0.736,0.655,0.782,0.753,0.788,1e-06,70,3,,,,
mlp,ag,0.786,0.783,0.783,0.786,0.075,0.077,0.077,0.075,7.145,0.172,0.747,0.687,0.813,0.793,0.83,1.3e-05,70,3,,,,
xgb,k_center,0.75,0.747,0.747,0.75,0.051,0.052,0.052,0.051,4.16,0.013,0.749,0.641,0.76,0.724,0.84,9e-06,70,3,,,,
rf,k_center,0.707,0.705,0.705,0.707,0.061,0.06,0.06,0.061,16.186,0.323,0.806,0.697,0.804,0.777,0.872,2.2e-05,70,3,,,,
svc,k_center,0.614,0.612,0.612,0.614,0.099,0.099,0.099,0.099,7.099,0.01,0.635,0.489,0.59,0.531,0.684,1.3e-05,70,3,,,,
logreg,k_center,0.621,0.618,0.618,0.621,0.089,0.09,0.09,0.089,4.313,0.013,0.589,0.418,0.494,0.439,0.629,1e-06,70,3,,,,
mlp,k_center,0.571,0.57,0.57,0.571,0.09,0.09,0.09,0.09,6.943,0.123,0.665,0.491,0.58,0.524,0.698,1e-05,70,3,,,,
xgb,craig,0.709,0.696,0.694,0.7,0.105,0.115,0.117,0.114,4.274,0.138,0.763,0.772,0.883,0.885,0.86,1.5e-05,70,3,,,,
rf,craig,0.654,0.625,0.621,0.643,0.117,0.148,0.155,0.128,14.385,0.206,0.682,0.547,0.66,0.607,0.792,1.5e-05,70,3,,,,
svc,craig,0.632,0.596,0.589,0.614,0.058,0.096,0.106,0.073,6.906,0.003,0.527,0.254,0.238,0.255,0.686,8e-06,70,3,,,,
logreg,craig,0.625,0.603,0.599,0.614,0.078,0.116,0.126,0.097,6.474,0.007,0.476,0.147,0.071,0.161,0.64,1e-06,70,3,,,,
mlp,craig,0.549,0.538,0.537,0.543,0.033,0.033,0.035,0.035,7.099,0.973,0.561,0.362,0.411,0.37,0.674,1.5e-05,70,3,,,,
xgb,lc,0.986,0.986,0.986,0.986,0.017,0.018,0.018,0.017,4.858,0.023,0.249,0.105,0.084,0.106,0.109,1.8e-05,70,3,,,,
rf,lc,0.993,0.993,0.993,0.993,0.014,0.014,0.014,0.014,17.852,0.471,0.249,0.135,0.138,0.135,0.15,3.2e-05,70,3,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.38,0.007,0.276,0.13,0.118,0.131,0.142,8e-06,70,3,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.272,0.006,0.304,0.104,0.059,0.109,0.092,1e-06,70,3,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.563,2.007,0.262,0.128,0.12,0.128,0.123,1.9e-05,70,3,,,,
xgb,random,0.879,0.878,0.878,0.879,0.053,0.054,0.054,0.053,4.438,0.026,0.797,0.713,0.823,0.802,0.88,2e-06,70,4,,,,
rf,random,0.843,0.842,0.842,0.843,0.017,0.017,0.017,0.017,16.966,0.287,0.79,0.679,0.79,0.76,0.861,2.1e-05,70,4,,,,
svc,random,0.829,0.828,0.828,0.829,0.035,0.035,0.035,0.035,6.446,0.01,0.769,0.681,0.799,0.773,0.784,1.5e-05,70,4,,,,
logreg,random,0.814,0.813,0.813,0.814,0.035,0.034,0.034,0.035,6.448,0.006,0.779,0.702,0.818,0.796,0.847,0.0,70,4,,,,
mlp,random,0.793,0.792,0.792,0.793,0.027,0.028,0.028,0.027,5.985,0.15,0.777,0.682,0.798,0.77,0.852,4e-06,70,4,,,,
xgb,k-means,0.986,0.986,0.986,0.986,0.029,0.029,0.029,0.029,6.872,0.023,0.513,0.18,0.116,0.191,0.875,1.9e-05,70,4,,,,
rf,k-means,0.979,0.978,0.978,0.979,0.029,0.029,0.029,0.029,17.142,0.514,0.5,0.134,0.042,0.155,0.896,2.7e-05,70,4,,,,
svc,k-means,0.807,0.807,0.807,0.807,0.029,0.028,0.028,0.029,7.404,0.014,0.782,0.69,0.805,0.779,0.873,9e-06,70,4,,,,
logreg,k-means,0.829,0.828,0.828,0.829,0.047,0.047,0.047,0.047,5.735,0.029,0.712,0.636,0.768,0.737,0.798,1e-06,70,4,,,,
mlp,k-means,0.764,0.763,0.763,0.764,0.053,0.053,0.053,0.053,8.656,0.145,0.767,0.707,0.826,0.809,0.85,1.2e-05,70,4,,,,
xgb,ag,0.943,0.943,0.943,0.943,0.029,0.029,0.029,0.029,5.062,0.016,0.811,0.683,0.789,0.757,0.898,8e-06,70,4,,,,
rf,ag,0.9,0.9,0.9,0.9,0.057,0.057,0.057,0.057,15.694,0.281,0.647,0.405,0.448,0.411,0.875,1.7e-05,70,4,,,,
svc,ag,0.821,0.821,0.821,0.821,0.055,0.055,0.055,0.055,6.434,0.012,0.764,0.678,0.798,0.771,0.853,1.1e-05,70,4,,,,
logreg,ag,0.857,0.856,0.856,0.857,0.039,0.039,0.039,0.039,6.526,0.031,0.637,0.551,0.688,0.639,0.674,1e-06,70,4,,,,
mlp,ag,0.807,0.807,0.807,0.807,0.066,0.067,0.067,0.066,7.917,0.137,0.77,0.697,0.816,0.795,0.832,5e-06,70,4,,,,
xgb,k_center,0.707,0.707,0.707,0.707,0.042,0.041,0.041,0.042,4.347,0.051,0.658,0.506,0.607,0.549,0.744,6e-06,70,4,,,,
rf,k_center,0.657,0.656,0.656,0.657,0.062,0.062,0.062,0.062,15.328,0.356,0.701,0.539,0.64,0.586,0.815,2.3e-05,70,4,,,,
svc,k_center,0.643,0.64,0.64,0.643,0.081,0.083,0.083,0.081,7.192,0.01,0.498,0.165,0.096,0.178,0.609,1.3e-05,70,4,,,,
logreg,k_center,0.636,0.634,0.634,0.636,0.069,0.07,0.07,0.069,2.961,0.007,0.551,0.289,0.289,0.289,0.625,1e-06,70,4,,,,
mlp,k_center,0.579,0.574,0.574,0.579,0.027,0.026,0.026,0.027,5.273,0.07,0.572,0.348,0.382,0.352,0.608,2e-06,70,4,,,,
xgb,craig,0.727,0.727,0.728,0.729,0.094,0.094,0.095,0.095,4.175,0.042,0.766,0.72,0.839,0.826,0.847,1.7e-05,70,4,,,,
rf,craig,0.683,0.683,0.685,0.686,0.117,0.117,0.116,0.116,13.926,0.195,0.756,0.643,0.761,0.724,0.817,1.5e-05,70,4,,,,
svc,craig,0.708,0.706,0.709,0.714,0.119,0.119,0.119,0.12,5.261,0.005,0.644,0.491,0.59,0.531,0.748,9e-06,70,4,,,,
logreg,craig,0.669,0.66,0.663,0.671,0.155,0.154,0.151,0.147,4.512,0.039,0.719,0.72,0.854,0.854,0.794,1e-06,70,4,,,,
mlp,craig,0.642,0.639,0.642,0.643,0.167,0.166,0.164,0.163,5.047,1.575,0.622,0.481,0.583,0.523,0.704,7.1e-05,70,4,,,,
xgb,lc,0.986,0.986,0.986,0.986,0.017,0.018,0.018,0.017,4.364,0.03,0.225,0.097,0.08,0.098,0.104,8e-06,70,4,,,,
rf,lc,0.979,0.979,0.979,0.979,0.029,0.029,0.029,0.029,13.598,0.271,0.236,0.149,0.171,0.15,0.154,2e-05,70,4,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.715,0.004,0.274,0.11,0.082,0.112,0.099,6e-06,70,4,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.315,0.007,0.3,0.105,0.063,0.109,0.088,0.0,70,4,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.208,0.11,0.264,0.113,0.092,0.114,0.114,4.9e-05,70,4,,,,
xgb,random,0.888,0.887,0.887,0.888,0.054,0.055,0.055,0.054,9.347,6.9,0.815,0.728,0.833,0.813,0.884,1.7e-05,80,0,,,,
rf,random,0.844,0.843,0.843,0.844,0.077,0.076,0.076,0.077,12.525,0.157,0.803,0.714,0.822,0.8,0.873,1.1e-05,80,0,,,,
svc,random,0.856,0.854,0.854,0.856,0.038,0.038,0.038,0.038,7.075,0.01,0.8,0.751,0.858,0.847,0.876,1.3e-05,80,0,,,,
logreg,random,0.85,0.849,0.849,0.85,0.046,0.046,0.046,0.046,7.023,0.008,0.797,0.721,0.831,0.813,0.866,1e-06,80,0,,,,
mlp,random,0.8,0.8,0.8,0.8,0.058,0.058,0.058,0.058,7.831,0.182,0.764,0.672,0.791,0.763,0.837,3.8e-05,80,0,,,,
xgb,k-means,0.981,0.981,0.981,0.981,0.025,0.025,0.025,0.025,6.462,0.038,0.508,0.162,0.086,0.176,0.854,1e-05,80,0,,,,
rf,k-means,0.975,0.975,0.975,0.975,0.023,0.023,0.023,0.023,16.358,0.361,0.5,0.134,0.042,0.155,0.891,2.6e-05,80,0,,,,
svc,k-means,0.825,0.824,0.824,0.825,0.067,0.068,0.068,0.067,6.583,0.012,0.815,0.766,0.867,0.857,0.9,1.3e-05,80,0,,,,
logreg,k-means,0.856,0.856,0.856,0.856,0.038,0.037,0.037,0.038,5.041,0.031,0.767,0.687,0.806,0.783,0.866,1e-06,80,0,,,,
mlp,k-means,0.788,0.787,0.787,0.788,0.07,0.07,0.07,0.07,8.928,0.142,0.777,0.708,0.824,0.805,0.869,2.1e-05,80,0,,,,
xgb,ag,0.956,0.956,0.956,0.956,0.047,0.047,0.047,0.047,4.413,0.044,0.736,0.56,0.656,0.604,0.887,1.5e-05,80,0,,,,
rf,ag,0.869,0.868,0.868,0.869,0.1,0.1,0.1,0.1,14.622,0.393,0.586,0.307,0.308,0.307,0.886,2.1e-05,80,0,,,,
svc,ag,0.806,0.805,0.805,0.806,0.041,0.041,0.041,0.041,7.182,0.011,0.761,0.668,0.788,0.758,0.849,1.2e-05,80,0,,,,
logreg,ag,0.819,0.818,0.818,0.819,0.046,0.046,0.046,0.046,5.513,0.031,0.636,0.558,0.699,0.653,0.686,1e-06,80,0,,,,
mlp,ag,0.756,0.755,0.755,0.756,0.061,0.059,0.059,0.061,7.635,0.168,0.776,0.711,0.827,0.809,0.84,3.6e-05,80,0,,,,
xgb,k_center,0.719,0.718,0.718,0.719,0.04,0.04,0.04,0.04,4.924,0.155,0.756,0.623,0.735,0.693,0.821,1.4e-05,80,0,,,,
rf,k_center,0.712,0.712,0.712,0.712,0.036,0.036,0.036,0.036,16.307,0.272,0.784,0.681,0.794,0.766,0.878,1.9e-05,80,0,,,,
svc,k_center,0.569,0.485,0.485,0.569,0.064,0.112,0.112,0.064,7.131,0.013,0.496,0.135,0.044,0.155,0.5,1.6e-05,80,0,,,,
logreg,k_center,0.594,0.592,0.592,0.594,0.059,0.058,0.058,0.059,6.835,0.054,0.611,0.457,0.549,0.49,0.665,1e-06,80,0,,,,
mlp,k_center,0.531,0.527,0.527,0.531,0.095,0.093,0.093,0.095,4.38,0.067,0.601,0.403,0.464,0.416,0.69,2e-06,80,0,,,,
xgb,craig,0.711,0.713,0.733,0.75,0.068,0.08,0.078,0.068,4.164,0.014,0.753,0.776,0.888,0.893,0.82,1.4e-05,80,0,,,,
rf,craig,0.661,0.652,0.663,0.662,0.059,0.053,0.053,0.05,16.151,0.339,0.651,0.518,0.63,0.573,0.741,2.7e-05,80,0,,,,
svc,craig,0.643,0.63,0.649,0.662,0.114,0.127,0.118,0.102,7.452,0.006,0.477,0.247,0.244,0.247,0.481,1.1e-05,80,0,,,,
logreg,craig,0.558,0.545,0.566,0.575,0.112,0.109,0.099,0.092,7.383,0.026,0.66,0.69,0.851,0.866,0.8,0.0,80,0,,,,
mlp,craig,0.558,0.553,0.579,0.588,0.086,0.089,0.073,0.064,8.269,0.684,0.616,0.499,0.617,0.557,0.658,4.1e-05,80,0,,,,
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.948,0.023,0.228,0.103,0.089,0.104,0.112,1.9e-05,80,0,,,,
rf,lc,0.994,0.994,0.994,0.994,0.012,0.013,0.013,0.012,17.352,0.347,0.242,0.12,0.114,0.12,0.145,2.9e-05,80,0,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.112,0.007,0.267,0.13,0.121,0.13,0.145,8e-06,80,0,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.984,0.008,0.298,0.105,0.064,0.109,0.09,1e-06,80,0,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.774,1.303,0.268,0.145,0.149,0.145,0.132,4.3e-05,80,0,,,,
xgb,random,0.862,0.861,0.861,0.862,0.042,0.043,0.043,0.042,5.88,0.019,0.836,0.777,0.871,0.861,0.904,8e-06,80,1,,,,
rf,random,0.825,0.824,0.824,0.825,0.054,0.054,0.054,0.054,14.454,0.11,0.839,0.774,0.869,0.857,0.894,1.1e-05,80,1,,,,
svc,random,0.806,0.804,0.804,0.806,0.089,0.091,0.091,0.089,6.495,0.011,0.809,0.775,0.875,0.869,0.866,1.3e-05,80,1,,,,
logreg,random,0.819,0.818,0.818,0.819,0.085,0.085,0.085,0.085,2.809,0.005,0.817,0.763,0.864,0.853,0.869,1e-06,80,1,,,,
mlp,random,0.775,0.774,0.774,0.775,0.07,0.07,0.07,0.07,8.183,0.178,0.754,0.673,0.795,0.769,0.831,9e-06,80,1,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.023,0.023,0.023,0.023,7.815,0.026,0.5,0.134,0.042,0.155,0.838,1.8e-05,80,1,,,,
rf,k-means,0.975,0.975,0.975,0.975,0.023,0.023,0.023,0.023,16.163,0.295,0.5,0.134,0.042,0.155,0.895,1.8e-05,80,1,,,,
svc,k-means,0.85,0.85,0.85,0.85,0.012,0.013,0.013,0.012,7.086,0.013,0.764,0.662,0.78,0.749,0.849,1.5e-05,80,1,,,,
logreg,k-means,0.844,0.843,0.843,0.844,0.034,0.034,0.034,0.034,5.444,0.027,0.636,0.56,0.702,0.656,0.696,1e-06,80,1,,,,
mlp,k-means,0.819,0.818,0.818,0.819,0.082,0.083,0.083,0.082,8.512,0.172,0.787,0.712,0.826,0.806,0.845,1.2e-05,80,1,,,,
xgb,ag,0.956,0.956,0.956,0.956,0.025,0.025,0.025,0.025,5.208,0.042,0.776,0.619,0.723,0.679,0.891,1.7e-05,80,1,,,,
rf,ag,0.912,0.912,0.912,0.912,0.023,0.023,0.023,0.023,17.366,0.324,0.606,0.341,0.357,0.341,0.883,2.5e-05,80,1,,,,
svc,ag,0.806,0.804,0.804,0.806,0.091,0.094,0.094,0.091,7.109,0.014,0.759,0.668,0.788,0.759,0.821,1.3e-05,80,1,,,,
logreg,ag,0.819,0.818,0.818,0.819,0.075,0.075,0.075,0.075,4.333,0.013,0.66,0.585,0.726,0.686,0.721,1e-06,80,1,,,,
mlp,ag,0.794,0.793,0.793,0.794,0.158,0.158,0.158,0.158,5.221,0.154,0.763,0.695,0.815,0.795,0.846,2.1e-05,80,1,,,,
xgb,k_center,0.756,0.754,0.754,0.756,0.036,0.037,0.037,0.036,4.963,0.015,0.76,0.652,0.769,0.735,0.803,1.7e-05,80,1,,,,
rf,k_center,0.719,0.716,0.716,0.719,0.071,0.071,0.071,0.071,14.853,0.17,0.754,0.66,0.781,0.75,0.846,1.4e-05,80,1,,,,
svc,k_center,0.612,0.608,0.608,0.612,0.081,0.08,0.08,0.081,6.574,0.012,0.637,0.479,0.574,0.516,0.692,1.6e-05,80,1,,,,
logreg,k_center,0.675,0.674,0.674,0.675,0.07,0.07,0.07,0.07,7.24,0.098,0.561,0.416,0.503,0.443,0.567,1e-06,80,1,,,,
mlp,k_center,0.6,0.599,0.599,0.6,0.082,0.082,0.082,0.082,7.202,0.086,0.652,0.463,0.542,0.487,0.738,1.4e-05,80,1,,,,
xgb,craig,0.676,0.665,0.667,0.675,0.112,0.113,0.111,0.108,4.2,0.052,0.76,0.77,0.882,0.884,0.807,1.6e-05,80,1,,,,
rf,craig,0.582,0.567,0.564,0.575,0.065,0.079,0.085,0.073,13.693,0.11,0.606,0.399,0.455,0.41,0.77,6e-06,80,1,,,,
svc,craig,0.665,0.657,0.658,0.662,0.066,0.06,0.059,0.064,4.846,0.006,0.682,0.609,0.748,0.712,0.743,8e-06,80,1,,,,
logreg,craig,0.65,0.642,0.645,0.65,0.171,0.173,0.169,0.166,5.385,0.008,0.493,0.233,0.214,0.234,0.616,1e-06,80,1,,,,
mlp,craig,0.543,0.531,0.531,0.538,0.088,0.081,0.081,0.085,4.639,0.154,0.577,0.438,0.534,0.473,0.652,1e-05,80,1,,,,
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.211,0.042,0.249,0.102,0.077,0.103,0.108,2e-06,80,1,,,,
rf,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,17.809,0.403,0.245,0.117,0.108,0.118,0.143,2.9e-05,80,1,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.147,0.007,0.269,0.136,0.132,0.136,0.154,1.1e-05,80,1,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.381,0.006,0.299,0.104,0.061,0.109,0.094,1e-06,80,1,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.095,0.182,0.256,0.11,0.09,0.111,0.104,2.1e-05,80,1,,,,
xgb,random,0.819,0.816,0.816,0.819,0.057,0.059,0.059,0.057,3.412,0.033,0.831,0.75,0.849,0.833,0.889,1.7e-05,80,2,,,,
rf,random,0.788,0.785,0.785,0.788,0.054,0.053,0.053,0.054,13.402,0.302,0.801,0.679,0.786,0.754,0.871,2.1e-05,80,2,,,,
svc,random,0.756,0.754,0.754,0.756,0.082,0.085,0.085,0.082,4.592,0.012,0.743,0.651,0.774,0.742,0.813,1.2e-05,80,2,,,,
logreg,random,0.769,0.764,0.764,0.769,0.083,0.088,0.088,0.083,7.168,0.009,0.779,0.688,0.804,0.778,0.855,1e-06,80,2,,,,
mlp,random,0.725,0.721,0.721,0.725,0.061,0.062,0.062,0.061,8.844,0.115,0.766,0.673,0.792,0.763,0.856,3.7e-05,80,2,,,,
xgb,k-means,0.988,0.987,0.987,0.988,0.015,0.015,0.015,0.015,8.165,0.047,0.504,0.162,0.089,0.176,0.808,1.7e-05,80,2,,,,
rf,k-means,0.975,0.975,0.975,0.975,0.023,0.023,0.023,0.023,15.497,0.492,0.5,0.135,0.043,0.156,0.848,2.5e-05,80,2,,,,
svc,k-means,0.788,0.786,0.786,0.788,0.061,0.061,0.061,0.061,7.002,0.012,0.763,0.686,0.807,0.783,0.859,1.1e-05,80,2,,,,
logreg,k-means,0.738,0.737,0.737,0.738,0.058,0.058,0.058,0.058,5.413,0.043,0.632,0.55,0.69,0.642,0.685,1e-06,80,2,,,,
mlp,k-means,0.744,0.741,0.741,0.744,0.087,0.09,0.09,0.087,7.778,0.164,0.779,0.707,0.823,0.803,0.847,1.2e-05,80,2,,,,
xgb,ag,0.944,0.944,0.944,0.944,0.012,0.013,0.013,0.012,4.452,0.028,0.789,0.645,0.751,0.711,0.894,1.4e-05,80,2,,,,
rf,ag,0.869,0.869,0.869,0.869,0.061,0.061,0.061,0.061,15.162,0.148,0.654,0.414,0.461,0.422,0.894,1e-05,80,2,,,,
svc,ag,0.831,0.831,0.831,0.831,0.042,0.042,0.042,0.042,6.57,0.015,0.772,0.687,0.805,0.78,0.852,1e-05,80,2,,,,
logreg,ag,0.806,0.805,0.805,0.806,0.046,0.046,0.046,0.046,5.464,0.03,0.642,0.561,0.701,0.655,0.686,1e-06,80,2,,,,
mlp,ag,0.812,0.811,0.811,0.812,0.044,0.045,0.045,0.044,6.566,0.174,0.751,0.684,0.808,0.786,0.825,1.8e-05,80,2,,,,
xgb,k_center,0.712,0.71,0.71,0.712,0.075,0.076,0.076,0.075,6.184,0.058,0.773,0.669,0.784,0.753,0.836,4e-06,80,2,,,,
rf,k_center,0.719,0.716,0.716,0.719,0.02,0.02,0.02,0.02,14.131,0.227,0.779,0.644,0.753,0.714,0.876,1.7e-05,80,2,,,,
svc,k_center,0.619,0.614,0.614,0.619,0.036,0.033,0.033,0.036,6.747,0.01,0.51,0.19,0.133,0.198,0.656,1.4e-05,80,2,,,,
logreg,k_center,0.581,0.578,0.578,0.581,0.076,0.077,0.077,0.076,5.329,0.007,0.477,0.144,0.067,0.159,0.643,1e-06,80,2,,,,
mlp,k_center,0.55,0.545,0.545,0.55,0.047,0.051,0.051,0.047,7.434,0.119,0.56,0.289,0.286,0.289,0.669,3.1e-05,80,2,,,,
xgb,craig,0.68,0.658,0.657,0.675,0.09,0.106,0.107,0.092,4.18,0.034,0.8,0.781,0.882,0.878,0.863,5e-06,80,2,,,,
rf,craig,0.578,0.566,0.566,0.575,0.1,0.105,0.105,0.1,11.255,0.203,0.636,0.456,0.537,0.482,0.758,1.6e-05,80,2,,,,
svc,craig,0.62,0.559,0.561,0.625,0.095,0.13,0.133,0.105,2.949,0.004,0.494,0.136,0.048,0.156,0.398,1e-05,80,2,,,,
