model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
svc,craig,0.6,0.524,0.652,0.75,0.2,0.241,0.211,0.158,6.833,0.001,0.473,0.205,0.173,0.208,0.294,4e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012688636779785156
logreg,craig,0.6,0.524,0.652,0.75,0.2,0.241,0.211,0.158,6.956,0.005,0.505,0.205,0.162,0.21,0.342,0.0,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012688636779785156
mlp,craig,0.5,0.459,0.555,0.6,0.279,0.28,0.254,0.255,6.452,0.049,0.532,0.236,0.205,0.238,0.389,3.2e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.0012688636779785156
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.245,0.03,0.166,0.106,0.124,0.107,0.096,1.7e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.001275777816772461
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.792,0.197,0.23,0.161,0.198,0.165,0.128,1.5e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.001275777816772461
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.936,0.002,0.349,0.332,0.474,0.395,0.292,6e-06,20,3,446.74147629737854,0,7.14847523102387e-07,0.001275777816772461
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.364,0.005,0.316,0.241,0.307,0.253,0.222,0.0,20,3,446.74147629737854,0,7.14847523102387e-07,0.001275777816772461
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.79,0.049,0.381,0.35,0.488,0.412,0.345,8.2e-05,20,3,446.74147629737854,0,7.14847523102387e-07,0.001275777816772461
xgb,random,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,7.078,0.044,0.835,0.792,0.883,0.876,0.879,7e-06,20,4,,,,
rf,random,0.775,0.771,0.771,0.775,0.122,0.124,0.124,0.122,17.115,0.333,0.694,0.647,0.79,0.769,0.803,2.5e-05,20,4,,,,
svc,random,0.8,0.796,0.796,0.8,0.061,0.063,0.063,0.061,6.921,0.002,0.72,0.699,0.835,0.827,0.837,8e-06,20,4,,,,
logreg,random,0.775,0.773,0.773,0.775,0.094,0.095,0.095,0.094,6.943,0.007,0.762,0.724,0.844,0.833,0.838,0.0,20,4,,,,
mlp,random,0.75,0.737,0.737,0.75,0.079,0.099,0.099,0.079,7.376,0.022,0.743,0.686,0.813,0.794,0.825,2.5e-05,20,4,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.23,0.017,0.814,0.806,0.897,0.895,0.85,1.7e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001458883285522461
rf,k-means,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,17.293,0.405,0.761,0.697,0.818,0.799,0.842,2.6e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001458883285522461
svc,k-means,0.875,0.87,0.87,0.875,0.079,0.084,0.084,0.079,6.87,0.002,0.718,0.589,0.705,0.658,0.792,1e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.001458883285522461
logreg,k-means,0.85,0.845,0.845,0.85,0.05,0.056,0.056,0.05,4.074,0.01,0.752,0.665,0.787,0.758,0.844,0.0,20,4,351.52456641197205,0,6.823407816244502e-07,0.001458883285522461
mlp,k-means,0.8,0.796,0.796,0.8,0.061,0.063,0.063,0.061,8.475,0.075,0.742,0.655,0.779,0.749,0.827,9.5e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001458883285522461
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.285,0.043,0.813,0.8,0.893,0.891,0.869,1.7e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001444101333618164
rf,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,11.297,0.19,0.744,0.648,0.77,0.737,0.828,1.5e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001444101333618164
svc,ag,0.875,0.874,0.874,0.875,0.158,0.16,0.16,0.158,3.131,0.002,0.673,0.551,0.67,0.617,0.778,4e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.001444101333618164
logreg,ag,0.9,0.898,0.898,0.9,0.146,0.148,0.148,0.146,6.532,0.009,0.715,0.6,0.721,0.677,0.806,0.0,20,4,351.52456641197205,0,6.823407816244502e-07,0.001444101333618164
mlp,ag,0.775,0.771,0.771,0.775,0.122,0.124,0.124,0.122,7.129,0.056,0.731,0.634,0.758,0.723,0.812,7.7e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001444101333618164
xgb,k_center,0.7,0.692,0.692,0.7,0.127,0.138,0.138,0.127,6.559,0.022,0.775,0.708,0.825,0.807,0.828,2.1e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013747215270996094
rf,k_center,0.65,0.634,0.634,0.65,0.184,0.188,0.188,0.184,15.126,0.099,0.806,0.745,0.851,0.838,0.848,8e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013747215270996094
svc,k_center,0.55,0.47,0.47,0.55,0.1,0.14,0.14,0.1,6.945,0.002,0.553,0.242,0.208,0.245,0.378,8e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013747215270996094
logreg,k_center,0.55,0.503,0.503,0.55,0.1,0.136,0.136,0.1,3.898,0.006,0.565,0.319,0.335,0.32,0.618,0.0,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013747215270996094
mlp,k_center,0.4,0.382,0.382,0.4,0.146,0.143,0.143,0.146,3.833,0.017,0.554,0.366,0.421,0.376,0.587,4.2e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013747215270996094
xgb,craig,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,4.384,0.138,0.524,0.292,0.305,0.293,0.688,2e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001355886459350586
rf,craig,0.5,0.352,0.395,0.55,0.0,0.038,0.124,0.1,12.903,0.449,0.503,0.25,0.239,0.25,0.541,3e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001355886459350586
svc,craig,0.617,0.493,0.5,0.6,0.145,0.196,0.204,0.122,6.801,0.001,0.506,0.152,0.071,0.169,0.452,4e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.001355886459350586
logreg,craig,0.483,0.387,0.407,0.5,0.186,0.181,0.164,0.158,5.461,0.006,0.568,0.326,0.347,0.328,0.613,0.0,20,4,351.52456641197205,0,6.823407816244502e-07,0.001355886459350586
mlp,craig,0.467,0.387,0.42,0.5,0.172,0.181,0.183,0.158,8.251,0.051,0.624,0.468,0.561,0.502,0.664,6.2e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.001355886459350586
xgb,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,14.476,0.044,0.151,0.122,0.163,0.126,0.116,1.6e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013055801391601562
rf,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,14.054,0.347,0.246,0.18,0.225,0.185,0.158,2.3e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013055801391601562
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.008,0.002,0.328,0.299,0.417,0.341,0.247,4e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013055801391601562
logreg,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,6.971,0.005,0.337,0.338,0.5,0.422,0.319,1e-06,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013055801391601562
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,7.181,0.02,0.431,0.399,0.554,0.483,0.425,4.3e-05,20,4,351.52456641197205,0,6.823407816244502e-07,0.0013055801391601562
xgb,random,0.85,0.843,0.843,0.85,0.082,0.09,0.09,0.082,6.841,0.086,0.823,0.727,0.83,0.809,0.887,1.1e-05,30,0,,,,
rf,random,0.817,0.814,0.814,0.817,0.097,0.1,0.1,0.097,16.767,0.421,0.776,0.676,0.791,0.762,0.849,3.2e-05,30,0,,,,
svc,random,0.733,0.709,0.709,0.733,0.062,0.077,0.077,0.062,5.136,0.004,0.743,0.756,0.876,0.879,0.878,8e-06,30,0,,,,
logreg,random,0.8,0.793,0.793,0.8,0.041,0.043,0.043,0.041,7.039,0.007,0.778,0.698,0.814,0.792,0.849,1e-06,30,0,,,,
mlp,random,0.75,0.747,0.747,0.75,0.118,0.12,0.12,0.118,7.317,0.159,0.72,0.635,0.763,0.73,0.805,1e-05,30,0,,,,
xgb,k-means,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.331,0.018,0.811,0.799,0.893,0.891,0.811,1e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013725757598876953
rf,k-means,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,16.009,0.366,0.793,0.735,0.845,0.831,0.87,2.7e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013725757598876953
svc,k-means,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,6.253,0.004,0.778,0.731,0.846,0.834,0.862,3e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013725757598876953
logreg,k-means,0.933,0.932,0.932,0.933,0.062,0.064,0.064,0.062,7.031,0.01,0.794,0.768,0.873,0.868,0.872,0.0,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013725757598876953
mlp,k-means,0.85,0.848,0.848,0.85,0.062,0.063,0.063,0.062,8.532,0.13,0.76,0.686,0.808,0.785,0.833,1.3e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013725757598876953
xgb,ag,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,4.262,0.016,0.812,0.8,0.893,0.891,0.869,1.8e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0014052391052246094
rf,ag,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,16.164,0.303,0.776,0.76,0.871,0.867,0.872,2.4e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0014052391052246094
svc,ag,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,6.88,0.003,0.818,0.755,0.857,0.843,0.879,5e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.0014052391052246094
logreg,ag,0.917,0.916,0.916,0.917,0.075,0.076,0.076,0.075,6.991,0.017,0.796,0.732,0.841,0.826,0.867,0.0,30,0,854.2200119495392,0,7.59772570313468e-07,0.0014052391052246094
mlp,ag,0.8,0.798,0.798,0.8,0.041,0.041,0.041,0.041,8.797,0.088,0.761,0.694,0.815,0.795,0.845,4.2e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0014052391052246094
xgb,k_center,0.75,0.742,0.742,0.75,0.129,0.133,0.133,0.129,6.867,0.044,0.562,0.302,0.308,0.303,0.826,1.5e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013484954833984375
rf,k_center,0.683,0.668,0.668,0.683,0.133,0.145,0.145,0.133,13.898,0.103,0.769,0.636,0.746,0.706,0.858,9e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013484954833984375
svc,k_center,0.567,0.457,0.457,0.567,0.062,0.111,0.111,0.062,6.94,0.003,0.546,0.228,0.187,0.233,0.307,1.1e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013484954833984375
logreg,k_center,0.6,0.569,0.569,0.6,0.111,0.116,0.116,0.111,7.022,0.007,0.575,0.402,0.472,0.419,0.628,1e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013484954833984375
mlp,k_center,0.55,0.532,0.532,0.55,0.172,0.175,0.175,0.172,4.188,0.129,0.601,0.442,0.529,0.47,0.652,2.3e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0013484954833984375
xgb,craig,0.7,0.687,0.687,0.7,0.125,0.13,0.13,0.125,4.189,0.035,0.486,0.392,0.499,0.431,0.464,1.4e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.001440286636352539
rf,craig,0.667,0.655,0.655,0.667,0.105,0.11,0.11,0.105,14.71,0.1,0.595,0.549,0.712,0.673,0.646,6e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.001440286636352539
svc,craig,0.733,0.721,0.721,0.733,0.17,0.177,0.177,0.17,7.163,0.002,0.633,0.548,0.686,0.637,0.668,4e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.001440286636352539
logreg,craig,0.7,0.695,0.695,0.7,0.125,0.127,0.127,0.125,6.738,0.005,0.664,0.529,0.64,0.584,0.713,1e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.001440286636352539
mlp,craig,0.667,0.655,0.655,0.667,0.105,0.11,0.11,0.105,7.69,0.825,0.678,0.611,0.753,0.719,0.746,1.3e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.001440286636352539
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,14.461,0.024,0.255,0.099,0.071,0.101,0.255,2.4e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0016274452209472656
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.009,0.304,0.239,0.221,0.315,0.245,0.16,2e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0016274452209472656
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.058,0.002,0.252,0.22,0.303,0.238,0.171,3e-06,30,0,854.2200119495392,0,7.59772570313468e-07,0.0016274452209472656
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.057,0.005,0.307,0.286,0.405,0.328,0.265,0.0,30,0,854.2200119495392,0,7.59772570313468e-07,0.0016274452209472656
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,8.139,0.107,0.274,0.239,0.329,0.261,0.196,1.7e-05,30,0,854.2200119495392,0,7.59772570313468e-07,0.0016274452209472656
xgb,random,0.867,0.866,0.866,0.867,0.067,0.067,0.067,0.067,6.774,0.011,0.83,0.776,0.871,0.861,0.893,1.8e-05,30,1,,,,
rf,random,0.8,0.797,0.797,0.8,0.085,0.088,0.088,0.085,13.54,0.315,0.771,0.7,0.818,0.798,0.849,2e-05,30,1,,,,
svc,random,0.783,0.781,0.781,0.783,0.113,0.114,0.114,0.113,6.359,0.004,0.789,0.692,0.804,0.778,0.86,8e-06,30,1,,,,
logreg,random,0.767,0.765,0.765,0.767,0.122,0.123,0.123,0.122,6.176,0.005,0.785,0.698,0.812,0.788,0.854,0.0,30,1,,,,
mlp,random,0.733,0.73,0.73,0.733,0.097,0.098,0.098,0.097,7.629,0.023,0.724,0.597,0.713,0.667,0.787,3.5e-05,30,1,,,,
xgb,k-means,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,6.681,0.03,0.814,0.806,0.897,0.895,0.882,5e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014760494232177734
rf,k-means,0.883,0.882,0.882,0.883,0.041,0.042,0.042,0.041,14.568,0.104,0.778,0.72,0.835,0.82,0.854,8e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014760494232177734
svc,k-means,0.867,0.865,0.865,0.867,0.067,0.068,0.068,0.067,6.87,0.003,0.747,0.68,0.805,0.783,0.846,8e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014760494232177734
logreg,k-means,0.867,0.865,0.865,0.867,0.067,0.068,0.068,0.067,7.034,0.011,0.82,0.806,0.896,0.894,0.894,0.0,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014760494232177734
mlp,k-means,0.783,0.779,0.779,0.783,0.067,0.069,0.069,0.067,7.868,0.148,0.733,0.681,0.812,0.794,0.847,3.1e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014760494232177734
xgb,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,4.529,0.022,0.815,0.798,0.892,0.889,0.874,2e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013494491577148438
rf,ag,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,26.181,0.518,0.796,0.766,0.871,0.865,0.874,3.1e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013494491577148438
svc,ag,0.933,0.932,0.932,0.933,0.062,0.064,0.064,0.062,7.002,0.003,0.797,0.732,0.842,0.826,0.877,3e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013494491577148438
logreg,ag,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,3.965,0.008,0.817,0.776,0.875,0.867,0.883,0.0,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013494491577148438
mlp,ag,0.85,0.848,0.848,0.85,0.062,0.063,0.063,0.062,6.988,0.133,0.74,0.652,0.776,0.745,0.834,4.6e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013494491577148438
xgb,k_center,0.7,0.693,0.693,0.7,0.085,0.083,0.083,0.085,7.402,0.044,0.751,0.685,0.81,0.788,0.802,1.7e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013680458068847656
rf,k_center,0.6,0.577,0.577,0.6,0.207,0.23,0.23,0.207,14.864,0.141,0.711,0.562,0.669,0.616,0.822,1.6e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013680458068847656
svc,k_center,0.583,0.52,0.52,0.583,0.118,0.156,0.156,0.118,6.907,0.004,0.5,0.135,0.043,0.156,0.351,9e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013680458068847656
logreg,k_center,0.583,0.569,0.569,0.583,0.19,0.206,0.206,0.19,7.376,0.007,0.532,0.23,0.196,0.234,0.657,0.0,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013680458068847656
mlp,k_center,0.45,0.44,0.44,0.45,0.145,0.148,0.148,0.145,7.44,0.779,0.553,0.294,0.298,0.294,0.64,1.8e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013680458068847656
xgb,craig,0.675,0.672,0.729,0.767,0.1,0.148,0.113,0.082,4.355,0.139,0.751,0.637,0.755,0.717,0.819,1.7e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013811588287353516
rf,craig,0.55,0.507,0.599,0.667,0.127,0.168,0.129,0.105,16.095,0.316,0.523,0.219,0.179,0.223,0.729,2.1e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013811588287353516
svc,craig,0.625,0.582,0.665,0.733,0.224,0.261,0.209,0.17,3.853,0.002,0.646,0.437,0.501,0.453,0.782,4e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013811588287353516
logreg,craig,0.675,0.616,0.682,0.733,0.17,0.192,0.137,0.082,5.741,0.007,0.667,0.517,0.621,0.564,0.716,0.0,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013811588287353516
mlp,craig,0.575,0.517,0.603,0.667,0.17,0.184,0.137,0.105,7.822,0.031,0.658,0.466,0.544,0.49,0.759,6.9e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0013811588287353516
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.473,0.016,0.239,0.099,0.077,0.101,0.11,1.8e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014140605926513672
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,15.735,0.248,0.236,0.227,0.328,0.255,0.159,1.8e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014140605926513672
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.095,0.003,0.288,0.188,0.22,0.191,0.217,6e-06,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014140605926513672
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.299,0.006,0.274,0.173,0.198,0.174,0.176,0.0,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014140605926513672
mlp,lc,0.95,0.949,0.949,0.95,0.067,0.068,0.068,0.067,8.131,0.12,0.336,0.324,0.466,0.387,0.314,3.7e-05,30,1,1398.1853082180023,0,1.1714673358126247e-06,0.0014140605926513672
xgb,random,0.933,0.933,0.933,0.933,0.062,0.062,0.062,0.062,8.046,0.042,0.821,0.728,0.831,0.81,0.876,1.6e-05,30,2,,,,
rf,random,0.85,0.848,0.848,0.85,0.143,0.144,0.144,0.143,13.657,0.143,0.736,0.634,0.757,0.72,0.825,1.5e-05,30,2,,,,
svc,random,0.867,0.866,0.866,0.867,0.1,0.101,0.101,0.1,6.853,0.004,0.78,0.69,0.805,0.779,0.848,5e-06,30,2,,,,
logreg,random,0.867,0.866,0.866,0.867,0.067,0.067,0.067,0.067,7.005,0.005,0.778,0.693,0.808,0.784,0.847,0.0,30,2,,,,
mlp,random,0.833,0.831,0.831,0.833,0.053,0.053,0.053,0.053,3.796,0.02,0.753,0.644,0.762,0.727,0.82,3.4e-05,30,2,,,,
xgb,k-means,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,4.222,0.046,0.822,0.806,0.896,0.894,0.883,9e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0013720989227294922
rf,k-means,0.917,0.916,0.916,0.917,0.053,0.053,0.053,0.053,13.478,0.142,0.766,0.668,0.786,0.756,0.848,1.4e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0013720989227294922
svc,k-means,0.833,0.833,0.833,0.833,0.139,0.139,0.139,0.139,7.003,0.003,0.72,0.618,0.742,0.703,0.797,5e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0013720989227294922
logreg,k-means,0.883,0.883,0.883,0.883,0.1,0.1,0.1,0.1,3.338,0.008,0.759,0.641,0.757,0.719,0.858,0.0,30,2,247.013179063797,0,7.608897881302907e-07,0.0013720989227294922
mlp,k-means,0.75,0.748,0.748,0.75,0.105,0.105,0.105,0.105,7.222,0.118,0.725,0.596,0.711,0.665,0.811,4e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0013720989227294922
xgb,ag,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,4.3,0.052,0.812,0.797,0.891,0.888,0.868,7e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0014193058013916016
rf,ag,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,13.965,0.191,0.733,0.662,0.791,0.765,0.825,1.4e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0014193058013916016
svc,ag,0.883,0.879,0.879,0.883,0.085,0.091,0.091,0.085,3.879,0.003,0.809,0.701,0.808,0.782,0.881,6e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0014193058013916016
logreg,ag,0.85,0.848,0.848,0.85,0.097,0.101,0.101,0.097,6.49,0.006,0.78,0.665,0.777,0.744,0.87,0.0,30,2,247.013179063797,0,7.608897881302907e-07,0.0014193058013916016
mlp,ag,0.75,0.74,0.74,0.75,0.105,0.113,0.113,0.105,7.687,0.085,0.744,0.609,0.721,0.676,0.84,3.4e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0014193058013916016
xgb,k_center,0.533,0.528,0.528,0.533,0.215,0.222,0.222,0.215,4.97,0.044,0.575,0.337,0.362,0.339,0.696,1.7e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0015718936920166016
rf,k_center,0.567,0.563,0.563,0.567,0.062,0.065,0.065,0.062,14.128,0.301,0.567,0.385,0.447,0.398,0.7,2e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0015718936920166016
svc,k_center,0.517,0.423,0.423,0.517,0.062,0.098,0.098,0.062,6.398,0.004,0.5,0.135,0.043,0.156,0.5,7e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0015718936920166016
logreg,k_center,0.517,0.503,0.503,0.517,0.111,0.112,0.112,0.111,7.015,0.006,0.54,0.254,0.234,0.255,0.56,0.0,30,2,247.013179063797,0,7.608897881302907e-07,0.0015718936920166016
mlp,k_center,0.4,0.389,0.389,0.4,0.133,0.126,0.126,0.133,7.767,0.85,0.559,0.328,0.353,0.33,0.589,3.7e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0015718936920166016
xgb,craig,0.483,0.394,0.383,0.433,0.131,0.075,0.061,0.082,4.294,0.044,0.598,0.563,0.732,0.701,0.642,6e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0015842914581298828
rf,craig,0.525,0.48,0.495,0.533,0.117,0.13,0.141,0.125,12.093,0.18,0.637,0.473,0.564,0.506,0.724,1.5e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0015842914581298828
svc,craig,0.567,0.494,0.509,0.6,0.162,0.233,0.251,0.2,6.761,0.002,0.539,0.241,0.211,0.243,0.629,4e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.0015842914581298828
logreg,craig,0.567,0.505,0.515,0.567,0.18,0.207,0.215,0.17,7.887,0.006,0.662,0.488,0.576,0.52,0.757,0.0,30,2,247.013179063797,0,7.608897881302907e-07,0.0015842914581298828
mlp,craig,0.558,0.518,0.528,0.567,0.22,0.248,0.259,0.226,6.391,0.023,0.701,0.579,0.698,0.65,0.785,3.9e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.0015842914581298828
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.304,0.033,0.183,0.103,0.109,0.103,0.093,1.4e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.002331256866455078
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,15.775,0.254,0.226,0.115,0.112,0.115,0.131,1.7e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.002331256866455078
svc,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,3.928,0.002,0.378,0.138,0.091,0.144,0.199,4e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.002331256866455078
logreg,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,5.628,0.005,0.375,0.14,0.097,0.145,0.182,1e-06,30,2,247.013179063797,0,7.608897881302907e-07,0.002331256866455078
mlp,lc,0.95,0.95,0.95,0.95,0.041,0.041,0.041,0.041,8.427,0.135,0.32,0.179,0.189,0.179,0.197,3.4e-05,30,2,247.013179063797,0,7.608897881302907e-07,0.002331256866455078
xgb,random,0.85,0.841,0.841,0.85,0.097,0.113,0.113,0.097,7.431,0.016,0.835,0.777,0.872,0.861,0.888,1.4e-05,30,3,,,,
rf,random,0.817,0.811,0.811,0.817,0.033,0.039,0.039,0.033,18.036,0.341,0.819,0.738,0.842,0.824,0.875,2.5e-05,30,3,,,,
svc,random,0.767,0.754,0.754,0.767,0.062,0.076,0.076,0.062,5.107,0.004,0.785,0.742,0.853,0.843,0.858,8e-06,30,3,,,,
logreg,random,0.783,0.774,0.774,0.783,0.067,0.081,0.081,0.067,7.133,0.007,0.797,0.768,0.872,0.866,0.881,1e-06,30,3,,,,
mlp,random,0.7,0.692,0.692,0.7,0.1,0.106,0.106,0.1,7.511,0.024,0.755,0.648,0.766,0.731,0.819,6.4e-05,30,3,,,,
xgb,k-means,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,7.178,0.032,0.829,0.795,0.886,0.881,0.893,1.8e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013320446014404297
